source,target,type,subtype,direction,source_text,source_pages,year,assoc_code
3767,27957,唱和,傳記作者為Y,P,宋人傳記資料索引(電子版),23552,0,132
3767,1762,政敵,反對/不支持Y的政策,A,宋人傳記資料索引(電子版),23552,,136
3767,217,唱和,為Y作祭文,A,,,1095,145
3767,217,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),12940,0,145
3767,630,唱和,為Y作祭文,A,,,1095,145
3767,630,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),22685,0,145
3767,1384,唱和,為Y作祭文,A,,,1095,145
3767,1384,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),20692,,145
3767,1488,唱和,為Y作祭文,A,,,1095,145
3767,1488,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),2420,0,145
3767,13,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),23552,0,146
3767,7111,唱和,為Y作硯銘,A,宋人傳記資料索引(電子版),16026,0,225
3767,1384,唱和,以文章、學問受知於,A,宋人傳記資料索引(電子版),,1068,292
3767,7197,唱和,神道碑由Y所作,P,宋人傳記資料索引(電子版),23552,0,405
3767,1488,唱和,為Y作神道碑,A,宋人傳記資料索引(電子版),2420,,406
3767,1488,唱和,為Y作行狀,A,宋人傳記資料索引(電子版),2420,,426
3767,13,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),23552,0,427
3767,3640,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),23552,0,427
3767,7111,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),23552,0,427
3767,10598,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),23552,0,427
3767,27957,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),23552,0,427
3767,28306,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),23552,0,427
3767,217,唱和,致書Y,A,全宋文,87.366,,429
3767,630,唱和,致書Y,A,全宋文,87.297,,429
3767,1384,唱和,致書Y,A,全宋文,87.341,,429
3767,1488,唱和,致書Y,A,全宋文,87.360-362,,429
3767,1762,唱和,致書Y,A,全宋文,87.363-364,,429
3767,7026,唱和,致書Y,A,全宋文,89.73,,429
3767,7364,唱和,致書Y,A,全宋文,87.396,,429
3767,8116,唱和,致書Y,A,全宋文,89.390-90,,429
3767,13,唱和,被致書由Y,P,全宋文,126.26,,430
3767,7111,唱和,被致書由Y,P,全宋文,104.283-284,,430
3767,7026,唱和,答Y書,A,全宋文,87.377-382,,431
3767,1762,唱和,收到Y的答書,P,全宋文,64.117,,432
3767,7111,唱和,收到Y的答書,P,全宋文,88.1-4,,432
3767,630,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),22685,0,443
3767,1488,同僚,上司為Y,P,人名權威資料（中央研究院歷史語言研究所）,18284,,481
3767,27727,唱和,著作被Y評論,P,宋人傳記資料索引(電子版),23552,0,530
3767,10289,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),23552,0,561
3888,2022,唱和,書序由Y所作,P,,,1111,33
3888,2022,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),18066,,33
3888,8078,唱和,書序由Y所作,P,,,1111,33
3888,8078,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),18066,,33
3888,27965,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),18066,0,33
3888,10749,唱和,墓誌銘由Y所作,P,宋人傳記資料索引(電子版),18066,0,43
3888,8116,唱和,為Y作墓誌銘,A,,,1111,44
3888,2022,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),18066,0,45
3888,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),18066,0,45
3888,7197,唱和,書跋由Y所作,P,,,1111,45
3888,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),18066,0,45
3888,8078,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),18066,0,45
3888,35063,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),18066,,45
3888,630,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),22685,0,46
3888,7111,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),16026,0,46
3888,8043,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9075,0,46
3888,8116,唱和,為Y作祭文,A,,,1111,145
3888,8116,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),23557,0,145
3888,2022,唱和,祭文由Y所作,P,,,1111,146
3888,2022,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),18066,0,146
3888,8043,唱和,為Y之書、畫作跋,A,,,,149
3888,2022,唱和,哀辭由Y所作,P,,,1111,166
3888,2022,唱和,哀辭由Y所作,P,宋人傳記資料索引(電子版),18066,0,166
3888,8116,唱和,為Y作行狀,A,宋人傳記資料索引(電子版),23557,0,426
3888,2022,唱和,被致書由Y,P,全宋文,124.180,,430
3888,7164,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),18066,0,561
3888,10749,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),18066,0,561
3915,30851,好友,友,M,,,,9
3915,32540,好友,友,M,,,,9
3915,32248,唱和,墓誌銘由Y所作,P,,,770,43
3915,30851,唱和,贈詩、文,A,唐五代人交往詩索引,1100,,437
3915,32174,唱和,贈詩、文,A,唐五代人交往詩索引,1102,,437
3915,32540,唱和,贈詩、文,A,唐五代人交往詩索引,1112,,437
3915,32583,唱和,贈詩、文,A,唐五代人交往詩索引,1107,,437
3915,3332,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1048,,438
3915,3640,唱和,收到Y的贈詩、文,P,劍南詩稿校注,195,1171,438
3915,21194,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1089,,438
3915,24412,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,748,,438
3915,30851,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,36,,438
3915,32227,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,551,,438
3915,32248,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,172,,438
3915,32540,唱和,收到Y的贈詩、文,P,李太白全集,,,438
3915,93832,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1484,,438
3915,94183,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1420,,438
3915,19244,交往,獻文、書于Y,A,,,,505
3915,32540,好友,與Y旅遊,M,,,,555
4001,1384,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),20692,0,32
4001,1762,唱和,為Y所著書作序,A,,,1237,32
4001,1762,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),1536,0,32
4001,3257,唱和,為Y所著書作序,A,,,1237,32
4001,3257,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),3237,0,32
4001,3624,唱和,為Y所著書作序,A,,,1237,32
4001,3624,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),20590,0,32
4001,3767,唱和,為Y所著書作序,A,,,1237,32
4001,3767,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),23552,0,32
4001,7026,唱和,為Y所著書作序,A,,,1237,32
4001,7026,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),9121,0,32
4001,7055,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),6664,0,32
4001,10801,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),23176,0,33
4001,10258,唱和,為Y作墓誌銘,A,,,1237,44
4001,10084,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),23176,0,45
4001,27853,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),23176,0,45
4001,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
4001,1762,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1536,0,46
4001,3257,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),3237,0,46
4001,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
4001,7055,唱和,為Y所著書作跋,A,,,1237,46
4001,7055,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),6664,0,46
4001,7164,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),12490,0,46
4001,10585,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),14583,0,46
4001,10749,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),17800,0,145
4001,10749,唱和,為Y作哀辭,A,,,1237,167
4001,3257,交往,私淑Y之學,A,朱子門人,357,,256
4001,10258,唱和,為Y作神道碑,A,,,,406
4001,10258,唱和,為Y作神道碑,A,宋人傳記資料索引(電子版),9994,0,406
4001,10258,唱和,致書Y,A,全宋文,309.411,,429
4001,10749,唱和,致書Y,A,全宋文,309.308,,429
4001,10258,唱和,答Y書,A,全宋文,309.386,,431
4001,10258,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),9994,0,443
4001,10258,唱和,為Y之建築物題詠、記、命名,A,,,,443
4001,10801,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),23176,0,458
7026,3767,同僚,推薦,A,宋人傳記資料索引(電子版),23552,0,13
7026,1488,同僚,被Y推薦,P,,,1098,14
7026,1488,同僚,被Y推薦,P,宋人傳記資料索引(電子版),9121,0,14
7026,1488,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),2420,0,32
7026,3624,唱和,書序由Y所作,P,,,1098,33
7026,3624,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),9121,0,33
7026,4001,唱和,書序由Y所作,P,,,1098,33
7026,4001,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),9121,0,33
7026,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),9121,0,45
7026,1488,唱和,為Y作祭文,A,,,1098,145
7026,1488,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),2420,0,145
7026,1488,唱和,為Y作祝詞,A,宋人傳記資料索引(電子版),2420,0,147
7026,1488,唱和,被致書由Y,P,全宋文,56.82,,430
7026,3767,唱和,被致書由Y,P,全宋文,89.73,,430
7026,1488,唱和,收到Y的答書,P,全宋文,56.79,,432
7026,3767,唱和,收到Y的答書,P,全宋文,87.377-382,,432
7026,7197,唱和,其書帖由Y作題,P,,,,440
7026,1488,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),2420,0,443
7026,7343,唱和,著作被Y評論,P,宋人傳記資料索引(電子版),9121,0,530
7055,7164,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18095,,9
7055,10289,師生,門人為Y,P,,,1181,20
7055,3257,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),6664,0,33
7055,3624,唱和,書序由Y所作,P,,,1181,33
7055,3624,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),6664,0,33
7055,4001,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),6664,0,33
7055,7164,唱和,書序由Y所作,P,,,1181,33
7055,7164,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),6664,0,33
7055,7197,唱和,書序由Y所作,P,,,1181,33
7055,7197,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),6664,0,33
7055,10706,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),6664,0,33
7055,27727,唱和,書序由Y所作,P,,,,33
7055,27727,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),6664,0,33
7055,3257,唱和,書跋由Y所作,P,,,1181,45
7055,3640,唱和,書跋由Y所作,P,,,1181,45
7055,3640,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),6664,0,45
7055,4001,唱和,書跋由Y所作,P,,,1181,45
7055,4001,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),6664,0,45
7055,7197,唱和,書跋由Y所作,P,,,1181,45
7055,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),6664,0,45
7055,10258,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),6664,0,45
7055,10706,唱和,書跋由Y所作,P,,,,45
7055,10706,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),6664,0,45
7055,10740,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),6664,0,45
7055,27957,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),6664,0,45
7055,7164,唱和,為Y作祭文,A,,,1181,145
7055,7164,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),12490,0,145
7055,3075,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),6664,0,146
7055,3257,唱和,祭文由Y所作,P,,,1181,146
7055,3257,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),6664,0,146
7055,3624,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),6664,0,146
7055,3632,唱和,祭文由Y所作,P,,,1181,146
7055,3632,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),6664,0,146
7055,7197,唱和,祭文由Y所作,P,,,1181,146
7055,7197,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),6664,0,146
7055,10289,唱和,祭文由Y所作,P,,,,146
7055,10566,唱和,祭文由Y所作,P,,,,146
7055,10585,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),6664,0,146
7055,10749,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),6664,0,146
7055,27727,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),6664,0,146
7055,10258,唱和,書、畫由Y作跋,P,,,,150
7055,3624,唱和,世系碑記由Y所作,P,,,,152
7055,10258,唱和,世系碑記由Y所作,P,,,,152
7055,669,唱和,畫贊(畫像記)由Y所作,P,,,,427
7055,669,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),6664,0,427
7055,3257,唱和,畫贊(畫像記)由Y所作,P,,,,427
7055,3257,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),6664,0,427
7055,7164,唱和,致書Y,A,全宋文,261.62-66,,429
7055,7197,唱和,致書Y,A,全宋文,261.119-131,,429
7055,10585,唱和,致書Y,A,全宋文,261.146,,429
7055,10749,唱和,致書Y,A,全宋文,261.227,,429
7055,3632,唱和,被致書由Y,P,全宋文,271.282,,430
7055,7164,唱和,被致書由Y,P,全宋文,255.122-127,,430
7055,7197,唱和,被致書由Y,P,全宋文,229.195-196,,430
7055,3257,唱和,收到Y的答書,P,全宋文,245.158-268,,432
7055,3257,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),6664,0,444
7055,3257,唱和,為Y作學記（書院記）,A,宋人傳記資料索引(電子版),3237,0,459
7055,3257,交往,向Y問學,P,,,,467
7055,7197,交往,被Y奏論,P,宋人傳記資料索引(電子版),6664,0,554
7055,10258,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),6664,0,561
7111,3767,好友,友,M,,,,9
7111,3767,同僚,被Y推薦,P,宋人傳記資料索引(電子版),16026,0,14
7111,1762,同僚,被Y欣賞/器重,P,,,,17
7111,3767,同僚,被Y欣賞/器重,P,,,,17
7111,4001,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),16026,0,33
7111,13,唱和,墓誌銘由Y所作,P,宋人傳記資料索引(電子版),16026,0,43
7111,13,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,669,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,3257,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,3624,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,3640,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,3888,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,4001,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,8078,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,10289,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,10566,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,10585,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,10801,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,27853,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,27957,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,28617,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),16026,0,45
7111,630,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),22685,0,46
7111,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
7111,1762,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1536,0,46
7111,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
7111,7364,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15520,0,46
7111,8043,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9075,0,46
7111,3767,唱和,為Y作字說、名述,A,宋人傳記資料索引(電子版),23552,0,88
7111,1488,唱和,為Y作祭文,A,,,1097,145
7111,1488,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),2420,0,145
7111,8043,唱和,為Y之書、畫作跋,A,,,,149
7111,3767,唱和,硯銘由Y所作,P,宋人傳記資料索引(電子版),16026,0,226
7111,7197,唱和,佛寺記由Y所作,P,宋人傳記資料索引(電子版),16026,0,240
7111,3767,唱和,為Y作畫贊(畫像記),A,宋人傳記資料索引(電子版),23552,0,428
7111,217,唱和,致書Y,A,全宋文,104.287,,429
7111,1384,唱和,致書Y,A,全宋文,104.295,,429
7111,3767,唱和,致書Y,A,全宋文,104.283-284,,429
7111,3624,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),16026,0,444
7111,8043,唱和,為Y之詩文作跋,A,,,,469
7111,7197,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),16026,0,561
7111,10566,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),16026,0,561
7164,10566,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18504,,9
7164,10598,同僚,被Y推薦,P,,,1180,14
7164,10598,同僚,被Y推薦,P,宋人傳記資料索引(電子版),12490,0,14
7164,7055,唱和,為Y所著書作序,A,,,1180,32
7164,7055,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),6664,0,32
7164,3595,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),12490,0,33
7164,10566,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),12490,0,33
7164,27727,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),12490,0,33
7164,3257,唱和,墓誌銘由Y所作,P,,,1180,43
7164,3257,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,3640,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,4001,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,10258,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,10566,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,10585,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,10740,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),12490,0,45
7164,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
7164,8043,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9075,0,46
7164,10566,唱和,傳記作者為Y,P,,,1180,132
7164,10566,唱和,傳記作者為Y,P,宋人傳記資料索引(電子版),12490,0,132
7164,10598,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),1347,0,145
7164,3257,唱和,祭文由Y所作,P,,,1180,146
7164,3257,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),12490,0,146
7164,7055,唱和,祭文由Y所作,P,,,1181,146
7164,7055,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),12490,0,146
7164,7197,唱和,祭文由Y所作,P,,,1180,146
7164,7197,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),12490,0,146
7164,10566,唱和,祭文由Y所作,P,,,1180,146
7164,10566,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),12490,0,146
7164,10585,唱和,祭文由Y所作,P,,,1180,146
7164,10585,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),12490,0,146
7164,27727,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),12490,0,146
7164,2022,交往,宗Y之學,A,宋人傳記資料索引(電子版),17096,,208
7164,3257,唱和,神道碑由Y所作,P,宋人傳記資料索引(電子版),12490,0,405
7164,3257,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),12490,0,427
7164,10566,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),12490,0,427
7164,7197,唱和,致書Y,A,,,,429
7164,7197,唱和,致書Y,A,全宋文,255.46-48,,429
7164,3257,唱和,被致書由Y,P,全宋文,245.61,,430
7164,7197,唱和,被致書由Y,P,全宋文,229.191-194,,430
7164,7343,唱和,被致書由Y,P,全宋文,160.250-251,,430
7164,10565,唱和,被致書由Y,P,全宋文,195.198-199,,430
7164,10566,唱和,被致書由Y,P,全宋文,237.311,,430
7164,11800,唱和,答Y書,A,全宋文,255.148,,431
7164,8043,唱和,題Y的書帖,A,,,,439
7164,2022,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),17096,0,443
7164,3257,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),12490,0,444
7164,10566,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),12490,0,444
7164,3257,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),12490,0,458
7164,10801,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),12490,0,458
7164,8043,唱和,為Y之詩文作跋,A,,,,469
7164,3257,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),3237,0,560
7164,3888,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),18066,0,560
7164,10566,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),12490,0,561
7197,10566,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18504,,9
7197,1384,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),20692,0,32
7197,7055,唱和,為Y所著書作序,A,,,1181,32
7197,7055,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),6664,0,32
7197,7343,唱和,為Y所著書作序,A,,,,32
7197,8116,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),23557,0,32
7197,3624,唱和,墓誌銘由Y所作,P,,,1181,43
7197,10706,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),8125,0,45
7197,19123,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),8125,0,45
7197,217,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),12940,0,46
7197,630,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),22685,0,46
7197,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
7197,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
7197,1762,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1536,0,46
7197,3257,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),3237,0,46
7197,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
7197,3888,唱和,為Y所著書作跋,A,,,1181,46
7197,3888,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),18066,0,46
7197,7026,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9121,0,46
7197,7055,唱和,為Y所著書作跋,A,,,1181,46
7197,7055,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),6664,0,46
7197,7111,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),16026,0,46
7197,7164,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),12490,0,46
7197,7364,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15520,0,46
7197,8043,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9075,0,46
7197,8078,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),4926,0,46
7197,10565,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),8670,0,46
7197,10566,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),17499,0,46
7197,10598,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1347,0,46
7197,7055,唱和,為Y作祭文,A,,,1181,145
7197,7055,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),6664,0,145
7197,7164,唱和,為Y作祭文,A,,,1181,145
7197,7164,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),12490,0,145
7197,3640,唱和,祭文由Y所作,P,,,,146
7197,3640,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),8125,0,146
7197,10566,唱和,祭文由Y所作,P,,,,146
7197,10566,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),8125,0,146
7197,8078,唱和,為Y之書、畫作跋,A,,,,149
7197,10565,唱和,為Y之書、畫作跋,A,,,,149
7197,7111,唱和,為Y作佛寺記,A,宋人傳記資料索引(電子版),16026,0,239
7197,3624,唱和,神道碑由Y所作,P,,,,405
7197,3767,唱和,為Y作神道碑,A,宋人傳記資料索引(電子版),23552,0,406
7197,10565,唱和,為Y作神道碑,A,宋人傳記資料索引(電子版),8670,,406
7197,10565,唱和,為Y作神道碑,A,,,,406
7197,10565,唱和,為Y作畫贊(畫像記),A,宋人傳記資料索引(電子版),8670,0,428
7197,10565,唱和,為Y作畫贊(畫像記),A,,,,428
7197,3640,唱和,致書Y,A,全宋文,229.207-208,,429
7197,10585,唱和,致書Y,A,全宋文,229.208-209,,429
7197,10749,唱和,致書Y,A,全宋文,229.212,,429
7197,3257,唱和,被致書由Y,P,全宋文,244.360,,430
7197,7164,唱和,被致書由Y,P,,,,430
7197,10566,唱和,被致書由Y,P,全宋文,238.111-170,,430
7197,10585,唱和,被致書由Y,P,全宋文,267.360,,430
7197,3257,唱和,收到Y的答書,P,全宋文,245.415-416,,432
7197,10566,唱和,收到Y的答書,P,全宋文,238.108-67,,432
7197,7026,唱和,題Y的書帖,A,,,,439
7197,8043,唱和,題Y的書帖,A,,,,439
7197,1384,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),20692,0,443
7197,10565,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),8670,0,443
7197,10565,唱和,為Y之建築物題詠、記、命名,A,,,,443
7197,10566,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),17499,0,443
7197,7055,交往,上奏論Y,A,宋人傳記資料索引(電子版),6664,0,553
7197,7111,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),16026,0,560
7197,3624,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),8125,,561
7343,1649,政敵,彈劾,A,宋人傳記資料索引(電子版),20853,,11
7343,7197,唱和,書序由Y所作,P,,,,33
7343,29876,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),10502,,45
7343,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
7343,8008,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),10280,0,46
7343,3257,唱和,傳記作者為Y,P,宋人傳記資料索引(電子版),10502,0,132
7343,3257,政敵,被Y批評,P,,,,270
7343,7164,唱和,致書Y,A,全宋文,160.250-251,,429
